max_depth,estimators,learning_rate,accuracy,recall,cut_off,Performance
4,400,0.01,0.9965676822213652,0.5306122448979592,0.4,0.6925065025621151
4,400,0.01,0.9963362900115696,0.47619047619047616,0.45,0.6443969145771885
4,400,0.01,0.9962591592749711,0.4421768707482993,0.5,0.6125023960855759
4,400,0.01,0.9962591592749711,0.3945578231292517,0.55,0.565253157143097
5,400,0.01,0.9937138449672195,0.7619047619047619,0.05,0.8625054524800024
5,400,0.01,0.9946008484381026,0.7551020408163265,0.1,0.858460182086437
5,400,0.01,0.9951407635942924,0.7414965986394558,0.15000000000000002,0.8497957114357182
5,400,0.01,0.9956421133821828,0.7142857142857143,0.2,0.8318163218620417
5,400,0.01,0.9964134207481682,0.6938775510204082,0.25,0.8180708715129633
5,400,0.01,0.99683763979946,0.6666666666666666,0.3,0.7989861209854409
5,400,0.01,0.9967990744311608,0.6258503401360545,0.35000000000000003,0.7689240006861686
5,400,0.01,0.996683378326263,0.5714285714285714,0.4,0.7263937490338266
5,400,0.01,0.9966448129579637,0.5578231292517006,0.45,0.7152949420448084
5,400,0.01,0.9966062475896644,0.5306122448979592,0.5,0.6925158134400583
5,400,0.01,0.9967219436945622,0.4965986394557823,0.55,0.6629129293995807
6,400,0.01,0.9937524103355188,0.7619047619047619,0.05,0.8625199789123104
6,400,0.01,0.9953721558040879,0.7210884353741497,0.1,0.8363155602087837
6,400,0.01,0.995526417277285,0.6870748299319728,0.15000000000000002,0.8130282144721489
6,400,0.01,0.9959892016968762,0.6530612244897959,0.2,0.7888684509701541
6,400,0.01,0.9966448129579637,0.6258503401360545,0.25,0.7688780998761253
6,400,0.01,0.996683378326263,0.6190476190476191,0.3,0.7637341529004995
6,400,0.01,0.9967219436945622,0.6122448979591837,0.35000000000000003,0.7585463030222985
6,400,0.01,0.9966062475896644,0.5850340136054422,0.4,0.7372707527956854
6,400,0.01,0.9965676822213652,0.5578231292517006,0.45,0.7152750761322536
6,400,0.01,0.996529116853066,0.5306122448979592,0.5,0.6924971912139111
6,400,0.01,0.9965676822213652,0.5102040816326531,0.55,0.6748903998466407
7,400,0.01,0.9938681064404165,0.7210884353741497,0.05,0.8357842083661151
7,400,0.01,0.9954492865406864,0.6802721088435374,0.1,0.8082207308053838
7,400,0.01,0.9960663324334748,0.6530612244897959,0.15000000000000002,0.788892643266079
7,400,0.01,0.9964905514847667,0.6326530612244898,0.2,0.7739437983981187
7,400,0.01,0.996529116853066,0.6122448979591837,0.25,0.7584904552703934
7,400,0.01,0.9966062475896644,0.6054421768707483,0.3,0.7532699346799105
7,400,0.01,0.9967219436945622,0.5986394557823129,0.35000000000000003,0.7480149414863047
7,400,0.01,0.9967990744311608,0.5918367346938775,0.4,0.7427030235232276
7,400,0.01,0.9967219436945622,0.5714285714285714,0.45,0.7264039910762906
7,400,0.01,0.9967605090628615,0.5510204081632653,0.5,0.7097068796133764
7,400,0.01,0.9966062475896644,0.5102040816326531,0.55,0.6748992430431213
8,400,0.01,0.9935595834940224,0.7210884353741497,0.05,0.8356750978963212
8,400,0.01,0.9960663324334748,0.673469387755102,0.1,0.8036008753279887
8,400,0.01,0.9964134207481682,0.6598639455782312,0.15000000000000002,0.7939458747785808
8,400,0.01,0.996529116853066,0.6190476190476191,0.2,0.7636888590817638
8,400,0.01,0.9966448129579637,0.6122448979591837,0.25,0.7585239655279528
8,400,0.01,0.996529116853066,0.5782312925170068,0.3,0.731824747231584
8,400,0.01,0.9966448129579637,0.564625850340136,0.35000000000000003,0.7208633816442005
8,400,0.01,0.996683378326263,0.5578231292517006,0.4,0.7153048742618129
8,400,0.01,0.9967605090628615,0.5578231292517006,0.45,0.7153247372174599
8,400,0.01,0.9967605090628615,0.5510204081632653,0.5,0.7097068796133764
8,400,0.01,0.9967605090628615,0.5374149659863946,0.55,0.6983217028122558
9,400,0.01,0.994369456228307,0.7006802721088435,0.05,0.822082148410209
9,400,0.01,0.9958735055919784,0.6258503401360545,0.1,0.768648464840725
9,400,0.01,0.9962205939066718,0.5986394557823129,0.15000000000000002,0.7478737137991797
9,400,0.01,0.9964519861164675,0.5782312925170068,0.2,0.7318039477288131
9,400,0.01,0.996683378326263,0.5782312925170068,0.25,0.7318663401252482
9,400,0.01,0.9965676822213652,0.5510204081632653,0.3,0.709657995472759
9,400,0.01,0.9965676822213652,0.5306122448979592,0.35000000000000003,0.6925065025621151
9,400,0.01,0.9965676822213652,0.5170068027210885,0.4,0.6808152174949261
9,400,0.01,0.9966062475896644,0.5170068027210885,0.45,0.6808242166416442
9,400,0.01,0.9966062475896644,0.5170068027210885,0.5,0.6808242166416442
9,400,0.01,0.9965676822213652,0.5034013605442177,0.55,0.6689118412466263
10,400,0.01,0.9944465869649055,0.673469387755102,0.05,0.8030732293823529
10,400,0.01,0.996104897801774,0.6462585034013606,0.1,0.7839206110079641
10,400,0.01,0.9965676822213652,0.6394557823129252,0.15000000000000002,0.7790364633236407
10,400,0.01,0.996529116853066,0.6054421768707483,0.2,0.7532479017400204
10,400,0.01,0.996529116853066,0.5918367346938775,0.25,0.7426280764866486
10,400,0.01,0.996529116853066,0.564625850340136,0.3,0.7208331162709409
10,400,0.01,0.9966448129579637,0.564625850340136,0.35000000000000003,0.7208633816442005
10,400,0.01,0.996683378326263,0.5578231292517006,0.4,0.7153048742618129
10,400,0.01,0.9967605090628615,0.5578231292517006,0.45,0.7153247372174599
10,400,0.01,0.9967219436945622,0.54421768707483,0.5,0.7040298010679965
10,400,0.01,0.9967219436945622,0.5238095238095238,0.55,0.6867236329599323
3,600,0.01,0.9902043964519861,0.7755102040816326,0.05,0.8698049088374049
3,600,0.01,0.9942923254917084,0.7619047619047619,0.1,0.8627232819757775
3,600,0.01,0.9953335904357886,0.7142857142857143,0.15000000000000002,0.8317086296739099
3,600,0.01,0.9961820285383726,0.6802721088435374,0.2,0.8084621395061186
3,600,0.01,0.9966062475896644,0.6394557823129252,0.25,0.7790482464143996
3,600,0.01,0.9966448129579637,0.5918367346938775,0.3,0.7426601997644524
3,600,0.01,0.9964905514847667,0.5374149659863946,0.35000000000000003,0.6982554397676816
3,600,0.01,0.9963362900115696,0.5034013605442177,0.4,0.6688597085837387
3,600,0.01,0.9962977246432704,0.48299319727891155,0.45,0.6505887602445134
3,600,0.01,0.9963748553798689,0.4557823129251701,0.5,0.625455764757998
3,600,0.01,0.9961820285383726,0.40816326530612246,0.55,0.5790668596814808
4,600,0.01,0.9929811029695333,0.7687074829931972,0.05,0.8665685983387158
4,600,0.01,0.9942537601234092,0.7482993197278912,0.1,0.8539187941416784
4,600,0.01,0.9952564596991901,0.7346938775510204,0.15000000000000002,0.8453523916719707
4,600,0.01,0.9960277670651755,0.7142857142857143,0.2,0.8319508824600003
4,600,0.01,0.9967605090628615,0.6598639455782312,0.25,0.7940560342015263
4,600,0.01,0.9967605090628615,0.6122448979591837,0.3,0.7585574709663786
4,600,0.01,0.9967990744311608,0.5850340136054422,0.35000000000000003,0.7373235111632179
4,600,0.01,0.9966448129579637,0.5578231292517006,0.4,0.7152949420448084
4,600,0.01,0.9964519861164675,0.5170068027210885,0.45,0.6807882173030194
4,600,0.01,0.9964905514847667,0.48299319727891155,0.5,0.6506298672385517
4,600,0.01,0.9964905514847667,0.4557823129251701,0.55,0.6254785577754924
5,600,0.01,0.9934824527574239,0.7619047619047619,0.05,0.862418280482204
5,600,0.01,0.9946779791747011,0.7482993197278912,0.1,0.8540752144429843
5,600,0.01,0.9953335904357886,0.7346938775510204,0.15000000000000002,0.8453802133731492
5,600,0.01,0.9961820285383726,0.7142857142857143,0.2,0.8320046897093732
5,600,0.01,0.9963362900115696,0.673469387755102,0.25,0.8036887167969532
5,600,0.01,0.9966062475896644,0.6394557823129252,0.3,0.7790482464143996
5,600,0.01,0.9967219436945622,0.6122448979591837,0.35000000000000003,0.7585463030222985
5,600,0.01,0.9967990744311608,0.5918367346938775,0.4,0.7427030235232276
5,600,0.01,0.9967990744311608,0.5782312925170068,0.45,0.731897529448782
5,600,0.01,0.9967990744311608,0.5578231292517006,0.5,0.7153346679561758
5,600,0.01,0.9967990744311608,0.5374149659863946,0.55,0.6983311670578844
6,600,0.01,0.9929425376012341,0.782312925170068,0.05,0.8751323935136452
6,600,0.01,0.9949865021210953,0.7210884353741497,0.1,0.83617940493917
6,600,0.01,0.9959506363285769,0.6802721088435374,0.15000000000000002,0.8083859279808743
6,600,0.01,0.9963362900115696,0.6394557823129252,0.2,0.7789657531115857
6,600,0.01,0.9964905514847667,0.6258503401360545,0.25,0.768832190337058
6,600,0.01,0.9966062475896644,0.6122448979591837,0.3,0.7585127959776102
6,600,0.01,0.9966448129579637,0.6054421768707483,0.35000000000000003,0.7532809503542917
6,600,0.01,0.9966448129579637,0.5986394557823129,0.4,0.7479932199275715
6,600,0.01,0.9966062475896644,0.5714285714285714,0.45,0.7263732634374979
6,600,0.01,0.9966448129579637,0.5510204081632653,0.5,0.7096775505907443
6,600,0.01,0.9966062475896644,0.5238095238095238,0.55,0.6866961706075042
7,600,0.01,0.9929811029695333,0.7210884353741497,0.05,0.8354704098974888
7,600,0.01,0.9952950250674893,0.6870748299319728,0.1,0.8129510381420886
7,600,0.01,0.9959892016968762,0.6666666666666666,0.15000000000000002,0.7987134484838176
7,600,0.01,0.9962977246432704,0.6190476190476191,0.2,0.7636209021332327
7,600,0.01,0.9963362900115696,0.6054421768707483,0.25,0.7531928101069278
7,600,0.01,0.9964519861164675,0.5986394557823129,0.3,0.747938906840201
7,600,0.01,0.996529116853066,0.5918367346938775,0.35000000000000003,0.7426280764866486
7,600,0.01,0.9965676822213652,0.5714285714285714,0.4,0.7263630198835587
7,600,0.01,0.9965676822213652,0.564625850340136,0.45,0.7208432052271142
7,600,0.01,0.996683378326263,0.5578231292517006,0.5,0.7153048742618129
7,600,0.01,0.9966448129579637,0.5374149659863946,0.55,0.6982933072202628
8,600,0.01,0.9938681064404165,0.7278911564625851,0.05,0.8403356043497585
8,600,0.01,0.9958735055919784,0.6666666666666666,0.1,0.7986762443071547
8,600,0.01,0.9962977246432704,0.6666666666666666,0.15000000000000002,0.7988126343130132
8,600,0.01,0.9962591592749711,0.6326530612244898,0.2,0.7738739988026944
8,600,0.01,0.996529116853066,0.5986394557823129,0.25,0.7479606336508606
8,600,0.01,0.9964519861164675,0.5782312925170068,0.3,0.7318039477288131
8,600,0.01,0.996529116853066,0.564625850340136,0.35000000000000003,0.7208331162709409
8,600,0.01,0.9966062475896644,0.5578231292517006,0.4,0.7152850093349675
8,600,0.01,0.9966448129579637,0.54421768707483,0.45,0.7040105589325016
8,600,0.01,0.9966448129579637,0.5374149659863946,0.5,0.6982933072202628
8,600,0.01,0.9966448129579637,0.5238095238095238,0.55,0.6867053251893571
9,600,0.01,0.9946779791747011,0.7210884353741497,0.05,0.8360704366541671
9,600,0.01,0.9961820285383726,0.6530612244897959,0.1,0.7889289274671805
9,600,0.01,0.9962977246432704,0.6190476190476191,0.15000000000000002,0.7636209021332327
9,600,0.01,0.9964134207481682,0.6122448979591837,0.2,0.7584569401926599
9,600,0.01,0.9964905514847667,0.5986394557823129,0.25,0.7479497705081747
9,600,0.01,0.9964905514847667,0.5714285714285714,0.3,0.7263425312639453
9,600,0.01,0.9965676822213652,0.564625850340136,0.35000000000000003,0.7208432052271142
9,600,0.01,0.9966448129579637,0.5510204081632653,0.4,0.7096775505907443
9,600,0.01,0.9966448129579637,0.54421768707483,0.45,0.7040105589325016
9,600,0.01,0.9966448129579637,0.5374149659863946,0.5,0.6982933072202628
9,600,0.01,0.9966062475896644,0.5238095238095238,0.55,0.6866961706075042
10,600,0.01,0.9947551099112997,0.673469387755102,0.05,0.8031738123680172
10,600,0.01,0.9963362900115696,0.6394557823129252,0.1,0.7789657531115857
10,600,0.01,0.996529116853066,0.6394557823129252,0.15000000000000002,0.7790246796773521
10,600,0.01,0.9964519861164675,0.6054421768707483,0.2,0.7532258666783711
10,600,0.01,0.9964519861164675,0.5918367346938775,0.25,0.7426066583681528
10,600,0.01,0.9966062475896644,0.5850340136054422,0.3,0.7372707527956854
10,600,0.01,0.9966062475896644,0.5782312925170068,0.35000000000000003,0.7318455446969626
10,600,0.01,0.9965676822213652,0.564625850340136,0.4,0.7208432052271142
10,600,0.01,0.9966448129579637,0.5578231292517006,0.45,0.7152949420448084
10,600,0.01,0.9966062475896644,0.5374149659863946,0.5,0.6982838410711097
10,600,0.01,0.9966448129579637,0.5374149659863946,0.55,0.6982933072202628
3,800,0.01,0.99105283455457,0.7755102040816326,0.05,0.8701320803976936
3,800,0.01,0.9943308908600077,0.7551020408163265,0.1,0.8583596105232328
3,800,0.01,0.9952950250674893,0.7142857142857143,0.15000000000000002,0.8316951654173622
3,800,0.01,0.9960277670651755,0.6802721088435374,0.2,0.8084113341604106
3,800,0.01,0.9965676822213652,0.6394557823129252,0.25,0.7790364633236407
3,800,0.01,0.996683378326263,0.5986394557823129,0.3,0.7480040809694869
3,800,0.01,0.996683378326263,0.5782312925170068,0.35000000000000003,0.7318663401252482
3,800,0.01,0.9964905514847667,0.5306122448979592,0.4,0.6924878793954103
3,800,0.01,0.9963748553798689,0.5102040816326531,0.45,0.6748461770732008
3,800,0.01,0.9964134207481682,0.47619047619047616,0.5,0.6444130458910781
3,800,0.01,0.9963362900115696,0.43537414965986393,0.55,0.6059592121694658
4,800,0.01,0.9924797531816428,0.782312925170068,0.05,0.8749526052864783
4,800,0.01,0.9943308908600077,0.7482993197278912,0.1,0.8539472398610083
4,800,0.01,0.9954492865406864,0.7414965986394558,0.15000000000000002,0.8499081823858202
4,800,0.01,0.996104897801774,0.6938775510204082,0.2,0.8179668700439308
4,800,0.01,0.9967219436945622,0.6598639455782312,0.25,0.7940437965452118
4,800,0.01,0.9967219436945622,0.6190476190476191,0.3,0.7637454750038359
4,800,0.01,0.9967605090628615,0.5782312925170068,0.35000000000000003,0.7318871335167401
4,800,0.01,0.9966448129579637,0.5578231292517006,0.4,0.7152949420448084
4,800,0.01,0.9964519861164675,0.5170068027210885,0.45,0.6807882173030194
4,800,0.01,0.9964519861164675,0.4965986394557823,0.5,0.6628532108866584
4,800,0.01,0.9965676822213652,0.46258503401360546,0.55,0.6318698379518963
5,800,0.01,0.9926725800231392,0.7755102040816326,0.05,0.8707558087777085
5,800,0.01,0.9945622830698033,0.7414965986394558,0.1,0.8495847206579428
5,800,0.01,0.995526417277285,0.7278911564625851,0.15000000000000002,0.840927800902641
5,800,0.01,0.9961434631700733,0.6938775510204082,0.2,0.8179798723041601
5,800,0.01,0.9963362900115696,0.673469387755102,0.25,0.8036887167969532
5,800,0.01,0.9964519861164675,0.6394557823129252,0.3,0.779001110718028
5,800,0.01,0.9967219436945622,0.6190476190476191,0.35000000000000003,0.7637454750038359
5,800,0.01,0.9967990744311608,0.5918367346938775,0.4,0.7427030235232276
5,800,0.01,0.9968762051677593,0.5782312925170068,0.45,0.7319183197856443
5,800,0.01,0.99683763979946,0.5578231292517006,0.5,0.7153445982022019
5,800,0.01,0.9967990744311608,0.5374149659863946,0.55,0.6983311670578844
6,800,0.01,0.9923254917084459,0.7891156462585034,0.05,0.8791304466921157
6,800,0.01,0.9950636328576938,0.7142857142857143,0.1,0.8316143671196143
6,800,0.01,0.9958349402236791,0.6598639455782312,0.15000000000000002,0.7937621731047984
6,800,0.01,0.9962591592749711,0.6530612244897959,0.2,0.7889531141065206
6,800,0.01,0.9963748553798689,0.6258503401360545,0.25,0.7687977524528371
6,800,0.01,0.9964519861164675,0.6122448979591837,0.3,0.7584681124208767
6,800,0.01,0.9966062475896644,0.6054421768707483,0.35000000000000003,0.7532699346799105
6,800,0.01,0.9967219436945622,0.5918367346938775,0.4,0.7426816126834707
6,800,0.01,0.9966448129579637,0.5714285714285714,0.45,0.7263835064875748
6,800,0.01,0.9967219436945622,0.5510204081632653,0.5,0.7096971037596966
6,800,0.01,0.996683378326263,0.5306122448979592,0.55,0.6925344337853048
7,800,0.01,0.9927497107597377,0.7278911564625851,0.05,0.8399355714587172
7,800,0.01,0.9951793289625916,0.7006802721088435,0.1,0.8223587879256666
7,800,0.01,0.9960277670651755,0.6530612244897959,0.15000000000000002,0.7888805474009954
7,800,0.01,0.9962591592749711,0.6258503401360545,0.2,0.7687633096560883
7,800,0.01,0.9962205939066718,0.6054421768707483,0.25,0.7531597487598022
7,800,0.01,0.9962591592749711,0.5986394557823129,0.3,0.7478845806196809
7,800,0.01,0.9964134207481682,0.5918367346938775,0.35000000000000003,0.7425959485288033
7,800,0.01,0.996529116853066,0.5782312925170068,0.4,0.731824747231584
7,800,0.01,0.9966062475896644,0.564625850340136,0.45,0.7208532936848551
7,800,0.01,0.996683378326263,0.5578231292517006,0.5,0.7153048742618129
7,800,0.01,0.9966448129579637,0.5306122448979592,0.55,0.6925251238477763
8,800,0.01,0.9941766293868106,0.7142857142857143,0.05,0.8313044375578437
8,800,0.01,0.9958735055919784,0.673469387755102,0.1,0.8035381140273746
8,800,0.01,0.9962205939066718,0.6598639455782312,0.15000000000000002,0.7938846551469033
8,800,0.01,0.9963748553798689,0.6190476190476191,0.2,0.7636435566125465
8,800,0.01,0.9964905514847667,0.6054421768707483,0.25,0.7532368844744348
8,800,0.01,0.9964905514847667,0.5850340136054422,0.3,0.7372390915999218
8,800,0.01,0.996529116853066,0.5782312925170068,0.35000000000000003,0.731824747231584
8,800,0.01,0.9966062475896644,0.5714285714285714,0.4,0.7263732634374979
8,800,0.01,0.99683763979946,0.564625850340136,0.45,0.7209138139662888
8,800,0.01,0.9967990744311608,0.5510204081632653,0.5,0.709716654979907
8,800,0.01,0.9967605090628615,0.54421768707483,0.55,0.7040394214133974
9,800,0.01,0.9948708060161975,0.6802721088435374,0.05,0.8080299958074654
9,800,0.01,0.9962205939066718,0.6462585034013606,0.1,0.7839564365000845
9,800,0.01,0.9963748553798689,0.6190476190476191,0.15000000000000002,0.7636435566125465
9,800,0.01,0.9966062475896644,0.6190476190476191,0.2,0.7637115070722869
9,800,0.01,0.9964519861164675,0.5850340136054422,0.25,0.7372285368385675
9,800,0.01,0.9964905514847667,0.5714285714285714,0.3,0.7263425312639453
9,800,0.01,0.9964905514847667,0.5578231292517006,0.35000000000000003,0.7152552082480602
9,800,0.01,0.996529116853066,0.5510204081632653,0.4,0.7096482171827877
9,800,0.01,0.996529116853066,0.54421768707483,0.45,0.7039816921169852
9,800,0.01,0.9965676822213652,0.54421768707483,0.5,0.7039913148705088
9,800,0.01,0.996529116853066,0.5306122448979592,0.55,0.6924971912139111
10,800,0.01,0.9957578094870806,0.6462585034013606,0.05,0.7838131042405283
10,800,0.01,0.9963362900115696,0.6394557823129252,0.1,0.7789657531115857
10,800,0.01,0.9964905514847667,0.6258503401360545,0.15000000000000002,0.768832190337058
10,800,0.01,0.9966062475896644,0.6122448979591837,0.2,0.7585127959776102
10,800,0.01,0.9967605090628615,0.6054421768707483,0.25,0.7533139941956387
10,800,0.01,0.9967219436945622,0.5850340136054422,0.3,0.7373024093597901
10,800,0.01,0.9967990744311608,0.5782312925170068,0.35000000000000003,0.731897529448782
10,800,0.01,0.9967990744311608,0.564625850340136,0.4,0.7209037284983666
10,800,0.01,0.99683763979946,0.564625850340136,0.45,0.7209138139662888
10,800,0.01,0.9969147705360586,0.564625850340136,0.5,0.7209339834076484
