max_depth,n_estimators,cut_off,accuracy,recall,Performance
10,200,0.2,0.9933015869587909,0.7119771863117871,0.8294339671930457
10,200,0.25,0.9941942287826597,0.6996197718631179,0.8212919945913387
10,200,0.3,0.9948997037724915,0.688212927756654,0.8136149953736921
10,200,0.35000000000000003,0.9954018147984177,0.6715779467680608,0.8020372201319779
10,200,0.4,0.9958211404939045,0.654467680608365,0.7898408372959997
10,200,0.45,0.9961738779888204,0.6406844106463878,0.7798269139752406
10,200,0.5,0.9964294327045248,0.6169201520912547,0.7620386839472115
10,200,0.55,0.9966076011330792,0.5850760456273765,0.7373044989209984
10,400,0.05,0.9781482721261793,0.8184410646387833,0.8911961090173928
10,400,0.1,0.9892828990702848,0.754277566539924,0.8559426672583377
10,400,0.15000000000000002,0.9920220136991725,0.7257604562737643,0.838255555497982
10,400,0.2,0.9933447793051071,0.7110266159695817,0.8288036033443634
10,400,0.25,0.9942068265503353,0.6996197718631179,0.8212962930531525
10,400,0.3,0.9948457133395963,0.686787072243346,0.8125997312326365
10,400,0.35000000000000003,0.9954144125660933,0.6696768060836502,0.8006839950515847
10,400,0.4,0.9958085427262289,0.6525665399239544,0.7884508107327138
10,400,0.45,0.9961504821345658,0.6402091254752852,0.779467576739658
10,400,0.5,0.9964168349368492,0.6211977186311787,0.7652896832600609
10,400,0.55,0.9966112004952722,0.5893536121673004,0.7406928656282153
10,600,0.05,0.9782310574566186,0.8179657794676806,0.8909486009140759
10,600,0.1,0.9892972965190568,0.7566539923954373,0.8574760977925734
10,600,0.15000000000000002,0.9919590248607947,0.7271863117870723,0.8391832957403694
10,600,0.2,0.9933177840886595,0.7100760456273765,0.828148079290161
10,600,0.25,0.9941816310149841,0.6996197718631179,0.8212876960655845
10,600,0.3,0.9948313158908242,0.6886882129277566,0.8139241504210089
10,600,0.35000000000000003,0.9953928163929352,0.6720532319391636,0.8023731382194202
10,600,0.4,0.9958049433640359,0.6554182509505704,0.7905275755752686
10,600,0.45,0.9961486824534692,0.6378326996197718,0.7777031125603061
10,600,0.5,0.9964006378069806,0.6169201520912547,0.7620302631300989
10,600,0.55,0.9966273976251409,0.5874524714828897,0.739194076384695
10,800,0.05,0.9787457662502205,0.8174904942965779,0.890879866770989
10,800,0.1,0.9894088767470405,0.7552281368821293,0.8566015930682698
10,800,0.15000000000000002,0.9920490089156202,0.7290874524714829,0.8404801139989012
10,800,0.2,0.9933393802618176,0.7119771863117871,0.8294471429812121
10,800,0.25,0.9941888297393702,0.6991444866920152,0.8209625739933077
10,800,0.3,0.9948403142963067,0.688212927756654,0.8135951356085107
10,800,0.35000000000000003,0.9953838179874526,0.6711026615969582,0.8016923482373634
10,800,0.4,0.9958409369859661,0.654467680608365,0.7898470641620007
10,800,0.45,0.9961468827723727,0.6406844106463878,0.7798186423638657
10,800,0.5,0.9964096362124631,0.620722433460076,0.7649267808263934
10,800,0.55,0.9966471941172025,0.5893536121673004,0.7407028061800517
10,1000,0.05,0.9785747965460521,0.8174904942965779,0.8908090348533979
10,1000,0.1,0.9894124761092334,0.7557034220532319,0.856908581034886
10,1000,0.15000000000000002,0.9920598070021992,0.7257604562737643,0.8382690477846724
10,1000,0.2,0.9933609764349757,0.7105513307984791,0.8284862557453686
10,1000,0.25,0.9941996278259493,0.6991444866920152,0.8209662554780053
10,1000,0.3,0.9949105018590706,0.6891634980988594,0.8142825098821278
10,1000,0.35000000000000003,0.9953928163929352,0.6720532319391636,0.8023731382194202
10,1000,0.4,0.9958499353914486,0.6549429657794676,0.7901959230548422
10,1000,0.45,0.9961738779888204,0.6392585551330798,0.7787697749014669
10,1000,0.5,0.9964204342990423,0.6159695817490495,0.7613104423279696
10,1000,0.55,0.9966399953928164,0.5860266159695817,0.7380677138784405
