accuracy,recall,learning_rate,estimators,cut_off,max_depth,Performance
0.9967219436945622,0.4557823129251701,0.1,400,0.4,9,0.6255241329173082
0.9967219436945622,0.4557823129251701,0.1,400,0.45,9,0.6255241329173082
0.996683378326263,0.4489795918367347,0.1,400,0.5,9,0.6190799731709655
0.996683378326263,0.4489795918367347,0.1,400,0.55,9,0.6190799731709655
0.9966062475896644,0.4965986394557823,0.1,600,0.05,9,0.662887338395239
0.9966062475896644,0.4557823129251701,0.1,600,0.1,9,0.62550134716164
0.9964519861164675,0.42857142857142855,0.1,600,0.15000000000000002,9,0.5993597674130892
0.9964134207481682,0.4217687074829932,0.1,600,0.2,9,0.5926685892055774
0.9963748553798689,0.40816326530612246,0.1,600,0.25,9,0.5790994326905621
0.9962977246432704,0.3945578231292517,0.1,600,0.3,9,0.565259364358041
0.9962591592749711,0.3877551020408163,0.1,600,0.35000000000000003,9,0.5582378487870538
0.9962591592749711,0.3877551020408163,0.1,600,0.4,9,0.5582378487870538
0.9962205939066718,0.38095238095238093,0.1,600,0.45,9,0.5511473346205955
0.9962205939066718,0.3741496598639456,0.1,600,0.5,9,0.5439925382706539
0.9962205939066718,0.3741496598639456,0.1,600,0.55,9,0.5439925382706539
0.9967605090628615,0.5170068027210885,0.1,800,0.05,9,0.6808602086431953
0.9967990744311608,0.4897959183673469,0.1,800,0.1,9,0.6568407945053613
0.9967605090628615,0.46938775510204084,0.1,800,0.15000000000000002,9,0.6382262819645661
0.9966448129579637,0.4489795918367347,0.1,800,0.2,9,0.6190725334242176
0.9966062475896644,0.4421768707482993,0.1,800,0.25,9,0.6125679768003641
0.9966062475896644,0.42857142857142855,0.1,800,0.3,9,0.5993876698984087
0.9966062475896644,0.42857142857142855,0.1,800,0.35000000000000003,9,0.5993876698984087
0.9965676822213652,0.4217687074829932,0.1,800,0.4,9,0.5926958742663866
0.996529116853066,0.41496598639455784,0.1,800,0.45,9,0.5859399540166649
0.996529116853066,0.40816326530612246,0.1,800,0.5,9,0.5791254846590018
0.9964905514847667,0.4013605442176871,0.1,800,0.55,9,0.5722383325109798
0.9967605090628615,0.4965986394557823,0.1,1000,0.05,9,0.662921458853192
0.996683378326263,0.47619047619047616,0.1,1000,0.1,9,0.6444694921847726
0.9967219436945622,0.46258503401360546,0.1,1000,0.15000000000000002,9,0.6319008423438932
0.9967605090628615,0.46258503401360546,0.1,1000,0.2,9,0.6319085924177211
0.996683378326263,0.4421768707482993,0.1,1000,0.25,9,0.6125825459958377
0.9966062475896644,0.42857142857142855,0.1,1000,0.3,9,0.5993876698984087
0.9966062475896644,0.42857142857142855,0.1,1000,0.35000000000000003,9,0.5993876698984087
0.9966062475896644,0.42857142857142855,0.1,1000,0.4,9,0.5993876698984087
0.9964519861164675,0.4013605442176871,0.1,1000,0.45,9,0.5722319735378156
0.9964519861164675,0.4013605442176871,0.1,1000,0.5,9,0.5722319735378156
0.9964134207481682,0.3945578231292517,0.1,1000,0.55,9,0.5652779839376958
0.9968762051677593,0.5306122448979592,1.0,200,0.05,9,0.6925809764213479
0.9969919012726571,0.5238095238095238,1.0,200,0.1,9,0.6867876955327838
0.9969147705360586,0.5034013605442177,1.0,200,0.15000000000000002,9,0.6689900100895823
0.9969533359043579,0.5034013605442177,1.0,200,0.2,9,0.6689986932840606
0.9967990744311608,0.47619047619047616,1.0,200,0.25,9,0.6444936771198136
0.9967219436945622,0.46258503401360546,1.0,200,0.3,9,0.6319008423438932
0.996683378326263,0.4557823129251701,1.0,200,0.35000000000000003,9,0.6255165380687517
0.996683378326263,0.4557823129251701,1.0,200,0.4,9,0.6255165380687517
0.9966448129579637,0.4489795918367347,1.0,200,0.45,9,0.6190725334242176
0.9966448129579637,0.4421768707482993,1.0,200,0.5,9,0.6125752615933532
0.9966062475896644,0.43537414965986393,1.0,200,0.55,9,0.6060091303253361
0.9966448129579637,0.5170068027210885,1.0,400,0.05,9,0.6808332153297949
0.9968762051677593,0.5034013605442177,1.0,400,0.1,9,0.6689813264486923
0.99683763979946,0.4897959183673469,1.0,400,0.15000000000000002,9,0.6568491671219648
0.99683763979946,0.48299319727891155,1.0,400,0.2,9,0.6507038328316804
0.9967219436945622,0.46258503401360546,1.0,400,0.25,9,0.6319008423438932
0.9967219436945622,0.46258503401360546,1.0,400,0.3,9,0.6319008423438932
0.99683763979946,0.46258503401360546,1.0,400,0.35000000000000003,9,0.6319240913365988
0.9967990744311608,0.4557823129251701,1.0,400,0.4,9,0.6255393214045827
0.996683378326263,0.43537414965986393,1.0,400,0.45,9,0.6060233891988184
0.9967219436945622,0.43537414965986393,1.0,400,0.5,9,0.606030518059587
0.9966448129579637,0.4217687074829932,1.0,400,0.55,9,0.5927095145712235
0.9966448129579637,0.5102040816326531,1.0,600,0.05,9,0.674908085786947
0.9967605090628615,0.5034013605442177,1.0,600,0.1,9,0.6689552728472091
0.9967219436945622,0.47619047619047616,1.0,600,0.15000000000000002,9,0.6444775542519434
0.996683378326263,0.46938775510204084,1.0,600,0.2,9,0.6382104699191409
0.9967605090628615,0.46938775510204084,1.0,600,0.25,9,0.6382262819645661
0.9966448129579637,0.4489795918367347,1.0,600,0.3,9,0.6190725334242176
0.9966062475896644,0.4421768707482993,1.0,600,0.35000000000000003,9,0.6125679768003641
0.9966062475896644,0.4421768707482993,1.0,600,0.4,9,0.6125679768003641
0.9967219436945622,0.4421768707482993,1.0,600,0.45,9,0.6125898300078491
0.9966448129579637,0.42857142857142855,1.0,600,0.5,9,0.5993946445759611
0.9965676822213652,0.41496598639455784,1.0,600,0.55,9,0.5859466202707367
0.9968762051677593,0.5306122448979592,1.0,800,0.05,9,0.6925809764213479
0.9967605090628615,0.4965986394557823,1.0,800,0.1,9,0.662921458853192
0.99683763979946,0.4897959183673469,1.0,800,0.15000000000000002,9,0.6568491671219648
0.9967990744311608,0.46938775510204084,1.0,800,0.2,9,0.6382341873634182
0.9967605090628615,0.46258503401360546,1.0,800,0.25,9,0.6319085924177211
0.9967219436945622,0.4557823129251701,1.0,800,0.3,9,0.6255241329173082
0.9967219436945622,0.4489795918367347,1.0,800,0.35000000000000003,9,0.6190874125207896
0.996683378326263,0.4421768707482993,1.0,800,0.4,9,0.6125825459958377
0.9967219436945622,0.4421768707482993,1.0,800,0.45,9,0.6125898300078491
0.996683378326263,0.43537414965986393,1.0,800,0.5,9,0.6060233891988184
0.996683378326263,0.43537414965986393,1.0,800,0.55,9,0.6060233891988184
0.9967605090628615,0.5306122448979592,1.0,1000,0.05,9,0.6925530522499348
0.996683378326263,0.4965986394557823,1.0,1000,0.1,9,0.6629043995054075
0.9968762051677593,0.4897959183673469,1.0,1000,0.15000000000000002,9,0.6568575393041848
0.9967605090628615,0.46258503401360546,1.0,1000,0.2,9,0.6319085924177211
0.9967605090628615,0.4557823129251701,1.0,1000,0.25,9,0.6255317273625745
0.996683378326263,0.4421768707482993,1.0,1000,0.3,9,0.6125825459958377
0.996683378326263,0.4421768707482993,1.0,1000,0.35000000000000003,9,0.6125825459958377
0.996683378326263,0.4421768707482993,1.0,1000,0.4,9,0.6125825459958377
0.9966448129579637,0.43537414965986393,1.0,1000,0.45,9,0.6060162599540785
0.9966062475896644,0.42857142857142855,1.0,1000,0.5,9,0.5993876698984087
0.9966062475896644,0.42857142857142855,1.0,1000,0.55,9,0.5993876698984087
0.005669109139992287,1.0,10.0,200,0.05,9,0.011274303025654792
0.005669109139992287,1.0,10.0,200,0.1,9,0.011274303025654792
0.005669109139992287,1.0,10.0,200,0.15000000000000002,9,0.011274303025654792
0.005669109139992287,1.0,10.0,200,0.2,9,0.011274303025654792
0.005669109139992287,1.0,10.0,200,0.25,9,0.011274303025654792
0.005669109139992287,1.0,10.0,200,0.3,9,0.011274303025654792
0.005669109139992287,1.0,10.0,200,0.35000000000000003,9,0.011274303025654792
0.005669109139992287,1.0,10.0,200,0.4,9,0.011274303025654792
0.06012340917855766,0.9727891156462585,10.0,200,0.45,9,0.1132475338206724
0.09112996529116853,0.8571428571428571,10.0,200,0.5,9,0.16474456922746208
0.9953721558040879,0.2789115646258503,10.0,200,0.55,9,0.43572840319525646
0.005669109139992287,1.0,10.0,400,0.05,9,0.011274303025654792
0.005669109139992287,1.0,10.0,400,0.1,9,0.011274303025654792
0.005669109139992287,1.0,10.0,400,0.15000000000000002,9,0.011274303025654792
0.005669109139992287,1.0,10.0,400,0.2,9,0.011274303025654792
0.005669109139992287,1.0,10.0,400,0.25,9,0.011274303025654792
0.005669109139992287,1.0,10.0,400,0.3,9,0.011274303025654792
0.005669109139992287,1.0,10.0,400,0.35000000000000003,9,0.011274303025654792
0.005669109139992287,1.0,10.0,400,0.4,9,0.011274303025654792
0.005669109139992287,1.0,10.0,400,0.45,9,0.011274303025654792
0.517161588893174,0.8639455782312925,10.0,400,0.5,9,0.6470163628005577
0.9943308908600077,0.0,10.0,400,0.55,9,0.0
0.005669109139992287,1.0,10.0,600,0.05,9,0.011274303025654792
0.005669109139992287,1.0,10.0,600,0.1,9,0.011274303025654792
0.005669109139992287,1.0,10.0,600,0.15000000000000002,9,0.011274303025654792
0.005669109139992287,1.0,10.0,600,0.2,9,0.011274303025654792
0.005669109139992287,1.0,10.0,600,0.25,9,0.011274303025654792
0.005669109139992287,1.0,10.0,600,0.3,9,0.011274303025654792
0.005669109139992287,1.0,10.0,600,0.35000000000000003,9,0.011274303025654792
0.005669109139992287,1.0,10.0,600,0.4,9,0.011274303025654792
0.005669109139992287,1.0,10.0,600,0.45,9,0.011274303025654792
0.10177400694176629,0.8367346938775511,10.0,600,0.5,9,0.18147480671999705
0.9943308908600077,0.0,10.0,600,0.55,9,0.0
0.005669109139992287,1.0,10.0,800,0.05,9,0.011274303025654792
0.005669109139992287,1.0,10.0,800,0.1,9,0.011274303025654792
0.005669109139992287,1.0,10.0,800,0.15000000000000002,9,0.011274303025654792
0.005669109139992287,1.0,10.0,800,0.2,9,0.011274303025654792
0.005669109139992287,1.0,10.0,800,0.25,9,0.011274303025654792
0.005669109139992287,1.0,10.0,800,0.3,9,0.011274303025654792
0.005669109139992287,1.0,10.0,800,0.35000000000000003,9,0.011274303025654792
0.005669109139992287,1.0,10.0,800,0.4,9,0.011274303025654792
0.005669109139992287,1.0,10.0,800,0.45,9,0.011274303025654792
0.1632472040107983,0.8435374149659864,10.0,800,0.5,9,0.2735542873343581
0.9943308908600077,0.0,10.0,800,0.55,9,0.0
0.005669109139992287,1.0,10.0,1000,0.05,9,0.011274303025654792
0.005669109139992287,1.0,10.0,1000,0.1,9,0.011274303025654792
0.005669109139992287,1.0,10.0,1000,0.15000000000000002,9,0.011274303025654792
0.005669109139992287,1.0,10.0,1000,0.2,9,0.011274303025654792
0.005669109139992287,1.0,10.0,1000,0.25,9,0.011274303025654792
0.005669109139992287,1.0,10.0,1000,0.3,9,0.011274303025654792
0.005669109139992287,1.0,10.0,1000,0.35000000000000003,9,0.011274303025654792
0.005669109139992287,1.0,10.0,1000,0.4,9,0.011274303025654792
0.005669109139992287,1.0,10.0,1000,0.45,9,0.011274303025654792
0.23154647126880062,0.8435374149659864,10.0,1000,0.5,9,0.36335417974244416
0.9943308908600077,0.0,10.0,1000,0.55,9,0.0
